	Libris	Titel	Fil namn	Äldre länk	
	http://libris.kb.se/bib/17628106	Utvärdering av lungtransplantation som rikssjukvård :	2015-1-44.pdf	http://www.socialstyrelsen.se/publikationer2015/2015-1-44.pdf	
	http://libris.kb.se/bib/10647743	Utvärdering av statens organisationsstöd till handikapporganisationerna	20051238.pdf	http://www.socialstyrelsen.se/NR/rdonlyres/5E7C3FFF-99C8-4A36-B197-9B0B12DF417E/3181/20051238.pdf	
	http://libris.kb.se/bib/18225346	Utvärderingar av psykosociala interventioner i doktorsavhandlingar - Bilaga	Ekonomiska-analyser-15.pdf	http://www.socialstyrelsen.se/SiteCollectionDocuments/Ekonomiska-analyser-15.pdf	
	http://libris.kb.se/bib/21574949	Utvärderingsfrågor för deltagare	utvarderingsfragor-sk-kurser.pdf	http://www.socialstyrelsen.se/SiteCollectionDocuments/utvarderingsfragor-sk-kurser.pdf	
	http://libris.kb.se/bib/10648304	Utvärderingsmöten i BBIC	200412333.pdf	http://www.socialstyrelsen.se/NR/rdonlyres/9F1CA37F-02A4-406F-BA8E-DD399B71A0C1/2755/200412333.pdf	
	http://libris.kb.se/bib/9717947	Utvärderingsmöten i BBIC :	2004-123-33.pdf	http://www.socialstyrelsen.se/publikationer2004/2004-123-33.pdf	
	http://libris.kb.se/bib/10650594	Vaccination av barn	20011104.pdf	http://www.socialstyrelsen.se/NR/rdonlyres/282DCB23-2CE0-4D9B-B84E-6EDA68632FFC/1777/20011104.pdf	
	http://libris.kb.se/bib/11358621	Vaccination av barn	2008-126-9_20081269.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/8825/2008-126-9_20081269.pdf	
	http://libris.kb.se/bib/22550898	Vaccination av gravida mot influensa - kunskapsöversikt för hälso- och sjukvårdspersonal	2013-10-8.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/19212/2013-10-8.pdf	
	http://libris.kb.se/bib/22543730	Vaccination mot influensa - Information för dig som är gravid	Vaccination-faktablad-gravida-2013.pdf	http://www.socialstyrelsen.se/SiteCollectionDocuments/Vaccination-faktablad-gravida-2013.pdf	
	http://libris.kb.se/bib/17552946	Vaccination mot influensa - information för dig som är gravid	Vaccination-faktablad-gravida-2014.pdf	http://www.socialstyrelsen.se/SiteCollectionDocuments/Vaccination-faktablad-gravida-2014.pdf	
	http://libris.kb.se/bib/20902389	Vaccination mot polio	polio-vaccination-landstinget-ostergotland.pdf	http://www.socialstyrelsen.se/SiteCollectionDocuments/polio-vaccination-landstinget-ostergotland.pdf	
	http://libris.kb.se/bib/20902365	Vaccination mot polio	polio-vaccination-landstinget-ostergotland-arab.pdf	http://www.socialstyrelsen.se/SiteCollectionDocuments/polio-vaccination-landstinget-ostergotland-arab.pdf	
	http://libris.kb.se/bib/20902388	Vaccination mot polio	polio-vaccination-landstinget-sormland.pdf	http://www.socialstyrelsen.se/SiteCollectionDocuments/polio-vaccination-landstinget-sormland.pdf	
	http://libris.kb.se/bib/20902499	Vaccination mot polio	polio-vaccination-region-skane.pdf	http://www.socialstyrelsen.se/SiteCollectionDocuments/polio-vaccination-region-skane.pdf	
	http://libris.kb.se/bib/20902498	Vaccination mot polio	polio-vaccination-stockholms-lans-landsting.pdf	http://www.socialstyrelsen.se/SiteCollectionDocuments/polio-vaccination-stockholms-lans-landsting.pdf	
	http://libris.kb.se/bib/20902506	Vaccination mot polio	polio-vaccination-vastra-gotaland.pdf	http://www.socialstyrelsen.se/SiteCollectionDocuments/polio-vaccination-vastra-gotaland.pdf	
	http://libris.kb.se/bib/20912882	Vad tycker de äldre om äldreomsorgen? - Resultat för hemtjänst 2013	Hemtjanst-riksniva-till-stadsdel.xls	http://www.socialstyrelsen.se/SiteCollectionDocuments/Hemtjanst-riksniva-till-stadsdel.xls	
	http://libris.kb.se/bib/20912881	Vad tycker de äldre om äldreomsorgen? - Resultat för hemtjänst 2013, enheter	Hemtjanst-enheter-inom-kommunen.xls	http://www.socialstyrelsen.se/SiteCollectionDocuments/Hemtjanst-enheter-inom-kommunen.xls	
	http://libris.kb.se/bib/20914843	Vad tycker de äldre om äldreomsorgen? - Resultat för särskilt boende 2013	Sarskilt-boende-riksniva-till-stadsdel.xls	http://www.socialstyrelsen.se/SiteCollectionDocuments/Sarskilt-boende-riksniva-till-stadsdel.xls	
	http://libris.kb.se/bib/20914837	Vad tycker de äldre om äldreomsorgen? - Resultat för särskilt boende 2013, enheter	Sarskilt-boende-enheter-inom-kommunen.xls	http://www.socialstyrelsen.se/SiteCollectionDocuments/Sarskilt-boende-enheter-inom-kommunen.xls	
	http://libris.kb.se/bib/19154269	Vad tycker de äldre om äldreomsorgen? Resultat för hemtjänst 2014 - jämförelser med 2013 års resultat	Hemtjanst-forandring-ar-2014-2013.xls	http://www.socialstyrelsen.se/SiteCollectionDocuments/Hemtjanst-forandring-ar-2014-2013.xls	
	http://libris.kb.se/bib/19154280	Vad tycker de äldre om äldreomsorgen? Resultat för hemtjänst 2014 - jämförelser med 2013 års resultat	Hemtjanst-resultat-fran-riksniva-till-stadsdelar-14.xls	http://www.socialstyrelsen.se/SiteCollectionDocuments/Hemtjanst-resultat-fran-riksniva-till-stadsdelar-14.xls	
	http://libris.kb.se/bib/19154295	Vad tycker de äldre om äldreomsorgen? Resultat för hemtjänst 2014, enheter	Hemtjanst-resultat-for-verksamheter-14.xls	http://www.socialstyrelsen.se/SiteCollectionDocuments/Hemtjanst-resultat-for-verksamheter-14.xls	
	http://libris.kb.se/bib/19154296	Vad tycker de äldre om äldreomsorgen? Resultat för särskilt boende 2014	Sarskilt-boende-resultat-fran-riksniva-till-stadsdelar-14.xls	http://www.socialstyrelsen.se/SiteCollectionDocuments/Sarskilt-boende-resultat-fran-riksniva-till-stadsdelar-14.xls	
	http://libris.kb.se/bib/19154299	Vad tycker de äldre om äldreomsorgen? Resultat för särskilt boende 2014 - jämförelser med 2013 års resultat	Sarskilt-boende-forandring-ar-2014-2013.xls	http://www.socialstyrelsen.se/SiteCollectionDocuments/Sarskilt-boende-forandring-ar-2014-2013.xls	
	http://libris.kb.se/bib/19154303	Vad tycker de äldre om äldreomsorgen? Resultat för särskilt boende 2014, enheter	Sarskilt-boende-resultat-for-verksamheter-14.xls	http://www.socialstyrelsen.se/SiteCollectionDocuments/Sarskilt-boende-resultat-for-verksamheter-14.xls	
	http://libris.kb.se/bib/9774908	Vad vet vi om flickor som skär sig? /	200412342.pdf	http://www.socialstyrelsen.se/NR/rdonlyres/EA773DBF-2826-4685-BC49-4A79776BCD23/2875/200412342.pdf	
	http://libris.kb.se/bib/8372155	Vad är särskilt i särskilt boende för äldre? :	2001-110-19_2001110191.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/11357/2001-110-19_2001110191.pdf	
	http://libris.kb.se/bib/10668050	Varför kan inte behovet av särskilda boendeformer tillgodoses?	2004-110-2_20041102.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/10344/2004-110-2_20041102.pdf	
	http://libris.kb.se/bib/8408992	Vart bär det hän - är det frivilligt? :	2004-117-1_20041172.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/10362/2004-117-1_20041172.pdf	
	http://libris.kb.se/bib/17973125	Webbutbildning inom e-hälsa och välfärdsteknologi - delrapport december 2014	2014-12-37.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/19650/2014-12-37.pdf	
	http://libris.kb.se/bib/21563409	Webbutbildning om läkemedelsbehandling av äldre	Informationsblad-AT-webbutbildning.pdf	http://www.socialstyrelsen.se/SiteCollectionDocuments/Informationsblad-AT-webbutbildning.pdf	
	http://libris.kb.se/bib/16694354	Webbutbildning om läkemedelsbehandling av äldre för läkare som inte påbörjat ST [Elektronisk resurs] :	2013-6-29.pdf	http://www.socialstyrelsen.se/publikationer2013/2013-6-29.pdf	
	http://libris.kb.se/bib/21563452	Webbutbildning psykosociala insatser för schizofreni - checklista för samtliga kapitel och avsnitt	checklista-webbutbildning-psykosociala-insatser-for-schizofreni.pdf	http://www.socialstyrelsen.se/SiteCollectionDocuments/checklista-webbutbildning-psykosociala-insatser-for-schizofreni.pdf	
	http://libris.kb.se/bib/18285172	Vem får göra vad i hälso- och sjukvården och tandvården?	2015-6-57.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/19891/2015-6-57.pdf	
	http://libris.kb.se/bib/18116615	Vem får göra vad i hälso- och sjukvården och tandvården?	2015-6-57.pdf	http://www.socialstyrelsen.se/publikationer2015/2015-6-57.pdf	
	http://libris.kb.se/bib/10651001	Verksamheter inom vård och omsorg om äldre och funktionshindrade.	9944002.pdf	http://www.socialstyrelsen.se/NR/rdonlyres/1A629291-C06D-4208-B8D7-C2EC37E5D01D/1945/9944002.pdf	
	http://libris.kb.se/bib/18468290	Verksamhetsbeskrivning av socialtjänsten	publikationer	http://www.socialstyrelsen.se/publikationer	
	http://libris.kb.se/bib/14221508	Verksamhetsbeskrivning av socialtjänsten :	publikationer	http://www.socialstyrelsen.se/publikationer	
	http://libris.kb.se/bib/20908841	Vetenskapligt underlag hjärtriktlinjerna 2011	nr-hjartsjukvard-2011-vetenskapligtunderlag.pdf	http://www.socialstyrelsen.se/SiteCollectionDocuments/nr-hjartsjukvard-2011-vetenskapligtunderlag.pdf	
	http://libris.kb.se/bib/20909006	Vetenskapligt underlag Uppdatering stroke - preliminär version 2013	2009-11-4.pdf	http://www.socialstyrelsen.se/publikationer2009/2009-11-4.pdf	
	http://libris.kb.se/bib/20909006	Vetenskapligt underlag Uppdatering stroke - preliminär version 2013	nr-stroke-vetenskapligtunderlag-2013-preliminar.pdf	http://www.socialstyrelsen.se/SiteCollectionDocuments/nr-stroke-vetenskapligtunderlag-2013-preliminar.pdf	
	http://libris.kb.se/bib/10647973	Vilka processer inom samhällsutvecklingen påverkar möjligheterna att uppnå de handikappolitiska målen?	2005-107-12.pdf	http://www.socialstyrelsen.se/publikationer2005/2005-107-12.pdf	
	http://libris.kb.se/bib/11358643	Vräkningsförebyggande arbete	2008-131-18.pdf	http://www.socialstyrelsen.se/publikationer2008/2008-131-18.pdf	
	http://libris.kb.se/bib/10909256	Vräkningsförebyggande arbete :	2008-131-18_200813118_rev5.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/8847/2008-131-18_200813118_rev5.pdf	
	http://libris.kb.se/bib/10646717	Vuxna personer med missbruksproblem och övriga vuxna	2007445.pdf	http://www.socialstyrelsen.se/NR/rdonlyres/0EA68547-DF22-43EA-BE34-85AEF4B94C62/7672/2007445.pdf	
	http://libris.kb.se/bib/10184031	Vuxna personer med missbruksproblem och övriga vuxna :	2006448_rev.pdf	http://www.socialstyrelsen.se/NR/rdonlyres/68CFFBD8-84E8-44F0-A473-1E2F652E12A7/5784/2006448_rev.pdf	
	http://libris.kb.se/bib/12338356	Vuxna personer med missbruksproblem och övriga vuxna :	2010-5-11.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/18030/2010-5-11.pdf	
	http://libris.kb.se/bib/12351154	Våld :	2011-6-9.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/18357/2011-6-9.pdf	
	http://libris.kb.se/bib/18017255	Våld :	2015-4-4.pdf	http://www.socialstyrelsen.se/publikationer2015/2015-4-4.pdf	
	http://libris.kb.se/bib/8854007	Våldsutsatta kvinnor :	2003-110-1.pdf	http://www.socialstyrelsen.se/publikationer2003/2003-110-1.pdf	
	http://libris.kb.se/bib/8859327	Våldsutsatta kvinnor :	2003-110-2.pdf	http://www.socialstyrelsen.se/publikationer2003/2003-110-2.pdf	
	http://libris.kb.se/bib/11767352	Våldsutsatta kvinnor och barn som bevittnat våld - alla kommuners ansvar	2009-11-24.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/17828/2009-11-24.pdf	
	http://libris.kb.se/bib/22550893	Vård av extremt tidigt födda barn - en vägledning för barn födda före 28:e graviditetsveckan, preliminär version	2013-10-6.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/19209/2013-10-6.pdf	
	http://libris.kb.se/bib/16694246	Vård av extremt tidigt födda barn [Elektronisk resurs] :	2013-10-6.pdf	http://www.socialstyrelsen.se/publikationer2013/2013-10-6.pdf	
	http://libris.kb.se/bib/10468033	Vård i livets slutskede :	200610391.pdf	http://www.socialstyrelsen.se/NR/rdonlyres/90635F0E-32C6-4662-9A84-0808D353D673/6685/200610391.pdf	
	http://libris.kb.se/bib/18225322	Vård och omsorg om personer med nedsatt beslutsförmåga - Slutrapport	2015-2-41.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/19735/2015-2-41.pdf	
	http://libris.kb.se/bib/10646730	Vård och omsorg om äldre	200713112.pdf	http://www.socialstyrelsen.se/NR/rdonlyres/861E7BD5-0CC0-4088-A800-2EDEB0CC1EE2/7085/200713112.pdf	
	http://libris.kb.se/bib/10646730	Vård och omsorg om äldre	200713112_tabellbilaga.xls	http://www.socialstyrelsen.se/NR/rdonlyres/861E7BD5-0CC0-4088-A800-2EDEB0CC1EE2/7086/200713112_tabellbilaga.xls	
	http://libris.kb.se/bib/11358655	Vård och omsorg om äldre	20081316.pdf	http://www.socialstyrelsen.se/NR/rdonlyres/4D793100-E677-4E98-997F-4805BDB1FECC/9991/20081316.pdf	
	http://libris.kb.se/bib/9842066	Vård och omsorg om äldre :	20051314.pdf	http://www.socialstyrelsen.se/NR/rdonlyres/7183A613-2C1A-4151-B413-CA62E92B5ED0/3131/20051314.pdf	
	http://libris.kb.se/bib/10651010	Vård och omsorg om äldre.	9944008.pdf	http://www.socialstyrelsen.se/NR/rdonlyres/A2E66C1E-39B8-40FB-AC85-5A8491B9D793/1957/9944008.pdf	
	http://libris.kb.se/bib/20204435	Vård vid depression och ångestsyndrom - Stöd för styrning och ledning	2016-12-6.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/20405/2016-12-6.pdf	
	http://libris.kb.se/bib/8463546	Vårdens värde :	2002-111-1.pdf	http://www.socialstyrelsen.se/publikationer2002/2002-111-1.pdf	
	http://libris.kb.se/bib/16601325	Vårdhund för äldre i särskilt boende [Elektronisk resurs] :	2014-1-25.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/19340/2014-1-25.pdf	
	http://libris.kb.se/bib/10650819	Vårdinsatser för vuxna missbrukare och övriga vuxna.	0044006.pdf	http://www.socialstyrelsen.se/NR/rdonlyres/AB67786A-E894-4332-87A7-56E63314C6D8/1874/0044006.pdf	
	http://libris.kb.se/bib/2867293	Vårdinsatser för vuxna missbrukare och övriga vuxna.	1999-44-6.pdf	http://www.socialstyrelsen.se/publikationer1999/1999-44-6.pdf	
	http://libris.kb.se/bib/10651022	Vårdinsatser för vuxna missbrukare och övriga vuxna.	9944006.pdf	http://www.socialstyrelsen.se/NR/rdonlyres/B41AA30C-84F1-4943-8EFB-AB18320024F2/3733/9944006.pdf	
	http://libris.kb.se/bib/13530417	Vårdnad, boende och umgänge :	2012-4-8.pdf	http://www.socialstyrelsen.se/publikationer2012/2012-4-8.pdf	
	http://libris.kb.se/bib/17165189	Vägledning för elevhälsan	2014-10-2.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/19526/2014-10-2.pdf	
	http://libris.kb.se/bib/17414208	Vägledning för elevhälsan - reviderad version 2014	2014-10-2.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/19526/2014-10-2.pdf	
	http://libris.kb.se/bib/17919023	Vägledning för elevhälsan- rättelseblad	2014-10-2-rattelseblad.pdf	http://www.socialstyrelsen.se/SiteCollectionDocuments/2014-10-2-rattelseblad.pdf	
	http://libris.kb.se/bib/11358662	Vägledning till NordDRG	20081062.pdf	http://www.socialstyrelsen.se/NR/rdonlyres/CF2111C4-7F3C-4855-B34F-979F9CDAAEC7/10109/20081062.pdf	
	http://libris.kb.se/bib/17973081	Vägledning till NordDRG - Svensk version 2015	2014-12-20.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/19628/2014-12-20.pdf	
	http://libris.kb.se/bib/10469404	Vägledning till NordDRG :		http://www.socialstyrelsen.se/Om_Sos/organisation/Epidemiologiskt_Centrum/Enheter/CPK-PAR/	
	http://libris.kb.se/bib/20916955	Vägledning till NordDRG. Svensk CC-version 2014	2013-12-24.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/19299/2013-12-24.pdf	
	http://libris.kb.se/bib/10648377	Växelvis boende	200411014.pdf	http://www.socialstyrelsen.se/NR/rdonlyres/768DF5BB-AB41-4D9B-96B8-79E535F5597B/2747/200411014.pdf	
	http://libris.kb.se/bib/11466928	Yngre personer med demenssjukdom och närstående till dessa personer :	20071122.pdf	http://www.socialstyrelsen.se/nr/rdonlyres/752019a2-d580-48d3-90a4-944de00d8597/7173/20071122.pdf	
	http://libris.kb.se/bib/10648856	Yrkeskunnande, lärande och utveckling inom vård och omsorg	200313125.pdf	http://www.socialstyrelsen.se/NR/rdonlyres/01792C44-0D2A-4481-80CD-D02481A7AC11/2473/200313125.pdf	
	http://libris.kb.se/bib/22547167	Yttrande över betänkandet Fri att leka och lära (SOU 2013:26)	remissvar-fri-att-leka-och-lara-2013-10-02.pdf	http://www.socialstyrelsen.se/SiteCollectionDocuments/remissvar-fri-att-leka-och-lara-2013-10-02.pdf	
	http://libris.kb.se/bib/9801366	Åh, skal du nu til at gå med sådan eÌn :	ah-skal-du-nu-til-at-ga-med-sadan-en.pdf	http://shop.socialstyrelsen.dk/collections/handicap/products/ah-skal-du-nu-til-at-ga-med-sadan-en.pdf	
	http://libris.kb.se/bib/11609661	Årsrapport NPS 2009	2009-126-28_200912628.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/8449/2009-126-28_200912628.pdf	
	http://libris.kb.se/bib/21960908	Årsredovisning 2013	2014-1-14.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/19395/2014-1-14.pdf	
	http://libris.kb.se/bib/18225347	Årsredovisning 2014	2015-2-46.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/19741/2015-2-46.pdf	
	http://libris.kb.se/bib/20908455	Återrapportering av statsbidraget för 2012 att implementera nationella riktlinjer för vård och omsorg för personer med demenssjukdom	demensriktilinjer-2012-aterrapportering-informationsbrev.pdf	http://www.socialstyrelsen.se/SiteCollectionDocuments/demensriktilinjer-2012-aterrapportering-informationsbrev.pdf	
	http://libris.kb.se/bib/20909024	Återrapportering av uppdraget att förstärka sociala insatser i samband med ny vårdform inom den psykiatriska tvångsvården	ny-vardform-information-2013-12-11.pdf	http://www.socialstyrelsen.se/SiteCollectionDocuments/ny-vardform-information-2013-12-11.pdf	
	http://libris.kb.se/bib/20902364	Återrapportering av uppdraget att förstärka sociala insatser i samband med ny vårdform inom den psykiatriska tvångsvården	ny-vardform-informationsbrev-aterrapportering-rev-2013-11-19.pdf	http://www.socialstyrelsen.se/SiteCollectionDocuments/ny-vardform-informationsbrev-aterrapportering-rev-2013-11-19.pdf	
	http://libris.kb.se/bib/8454781	Åtta sidor om sekretess inom hälso- och sjukvården och socialtjänsten.	2002-114-6.pdf	http://www.socialstyrelsen.se/publikationer2002/2002-114-6.pdf	
	http://libris.kb.se/bib/10647981	Äldre	2005442.pdf	http://www.socialstyrelsen.se/NR/rdonlyres/0735CF02-4449-445C-9984-1AA37DB43365/3332/2005442.pdf	
